Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2078,8,T:System.CodeDom.CodeBinaryOperatorExpression,,,,,"var offsetCheckStatement = new CodeConditionStatement(new CodeBinaryOperatorExpression(              new CodeVariableReferenceExpression(""computelocationsOffset""),              CodeBinaryOperatorType.ValueEquality,              new CodePrimitiveExpression(true)), setLocationsOffsetMethod);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2078,8,"M:System.CodeDom.CodeBinaryOperatorExpression.#ctor(System.CodeDom.CodeExpression,System.CodeDom.CodeBinaryOperatorType,System.CodeDom.CodeExpression)",,,,,"var offsetCheckStatement = new CodeConditionStatement(new CodeBinaryOperatorExpression(              new CodeVariableReferenceExpression(""computelocationsOffset""),              CodeBinaryOperatorType.ValueEquality,              new CodePrimitiveExpression(true)), setLocationsOffsetMethod);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2078,8,T:System.CodeDom.CodeConditionStatement,,,,,"var offsetCheckStatement = new CodeConditionStatement(new CodeBinaryOperatorExpression(              new CodeVariableReferenceExpression(""computelocationsOffset""),              CodeBinaryOperatorType.ValueEquality,              new CodePrimitiveExpression(true)), setLocationsOffsetMethod);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2078,8,"M:System.CodeDom.CodeConditionStatement.#ctor(System.CodeDom.CodeExpression,System.CodeDom.CodeStatement[])",,,,,"var offsetCheckStatement = new CodeConditionStatement(new CodeBinaryOperatorExpression(              new CodeVariableReferenceExpression(""computelocationsOffset""),              CodeBinaryOperatorType.ValueEquality,              new CodePrimitiveExpression(true)), setLocationsOffsetMethod);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeVariableReferenceExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,M:System.CodeDom.CodeVariableReferenceExpression.#ctor(System.String),,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeBinaryOperatorType,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeBinaryOperatorType,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,F:System.CodeDom.CodeBinaryOperatorType.Subtract,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeVariableReferenceExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,M:System.CodeDom.CodeVariableReferenceExpression.#ctor(System.String),,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodePropertyReferenceExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,"M:System.CodeDom.CodePropertyReferenceExpression.#ctor(System.CodeDom.CodeExpression,System.String)",,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeBinaryOperatorExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,"M:System.CodeDom.CodeBinaryOperatorExpression.#ctor(System.CodeDom.CodeExpression,System.CodeDom.CodeBinaryOperatorType,System.CodeDom.CodeExpression)",,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeThisReferenceExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,M:System.CodeDom.CodeThisReferenceExpression.#ctor,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeMethodInvokeExpression,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,"M:System.CodeDom.CodeMethodInvokeExpression.#ctor(System.CodeDom.CodeExpression,System.String,System.CodeDom.CodeExpression[])",,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,T:System.CodeDom.CodeExpressionStatement,,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2069,8,M:System.CodeDom.CodeExpressionStatement.#ctor(System.CodeDom.CodeExpression),,,,,"var setLocationsOffsetMethod = new CodeExpressionStatement(              new CodeMethodInvokeExpression(                  new CodeThisReferenceExpression(),                  ""SetLocationsOffset"",                  new CodeBinaryOperatorExpression(                      new CodePropertyReferenceExpression(new CodeVariableReferenceExpression(""locations""), ""Count""),                      CodeBinaryOperatorType.Subtract,                      new CodeVariableReferenceExpression(""expectedLocationsCount""))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2049,4,T:System.CodeDom.CodeConstructor,,,,,private static CodeConstructor GenerateLocationReferenceConstructor()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2062,8,T:System.CodeDom.CodeArgumentReferenceExpression,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locationReferences""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2062,8,M:System.CodeDom.CodeArgumentReferenceExpression.#ctor(System.String),,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locationReferences""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2062,8,T:System.CodeDom.CodeExpressionCollection,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locationReferences""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2062,8,P:System.CodeDom.CodeConstructor.BaseConstructorArgs,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locationReferences""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2062,8,M:System.CodeDom.CodeExpressionCollection.Add(System.CodeDom.CodeExpression),,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locationReferences""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2060,8,T:System.CodeDom.CodeParameterDeclarationExpressionCollection,,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2060,8,P:System.CodeDom.CodeMemberMethod.Parameters,,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2060,8,M:System.CodeDom.CodeParameterDeclarationExpressionCollection.Add(System.CodeDom.CodeParameterDeclarationExpression),,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2058,8,T:System.CodeDom.CodeParameterDeclarationExpression,,,,,"var constructorLocationsParam =              new CodeParameterDeclarationExpression(typeof(IList<LocationReference>), ""locationReferences"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2058,8,"M:System.CodeDom.CodeParameterDeclarationExpression.#ctor(System.Type,System.String)",,,,,"var constructorLocationsParam =              new CodeParameterDeclarationExpression(typeof(IList<LocationReference>), ""locationReferences"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2056,8,T:System.CodeDom.MemberAttributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2056,8,T:System.CodeDom.MemberAttributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2056,8,F:System.CodeDom.MemberAttributes.Public,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2056,8,T:System.CodeDom.MemberAttributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2056,8,P:System.CodeDom.CodeTypeMember.Attributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2055,8,T:System.CodeDom.CodeConstructor,,,,,var constructor = new CodeConstructor();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2055,8,M:System.CodeDom.CodeConstructor.#ctor,,,,,var constructor = new CodeConstructor();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2020,4,T:System.CodeDom.CodeConstructor,,,,,private CodeConstructor GenerateLocationConstructor()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2041,12,T:System.CodeDom.CodePrimitiveExpression,,,,,constructor.BaseConstructorArgs.Add(new CodePrimitiveExpression(false));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2041,12,M:System.CodeDom.CodePrimitiveExpression.#ctor(System.Object),,,,,constructor.BaseConstructorArgs.Add(new CodePrimitiveExpression(false));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2041,12,T:System.CodeDom.CodeExpressionCollection,,,,,constructor.BaseConstructorArgs.Add(new CodePrimitiveExpression(false));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2041,12,P:System.CodeDom.CodeConstructor.BaseConstructorArgs,,,,,constructor.BaseConstructorArgs.Add(new CodePrimitiveExpression(false));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2041,12,M:System.CodeDom.CodeExpressionCollection.Add(System.CodeDom.CodeExpression),,,,,constructor.BaseConstructorArgs.Add(new CodePrimitiveExpression(false));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2037,8,T:System.CodeDom.CodeParameterDeclarationExpressionCollection,,,,,constructor.Parameters.Add(computelocationsOffsetParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2037,8,P:System.CodeDom.CodeMemberMethod.Parameters,,,,,constructor.Parameters.Add(computelocationsOffsetParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2037,8,M:System.CodeDom.CodeParameterDeclarationExpressionCollection.Add(System.CodeDom.CodeParameterDeclarationExpression),,,,,constructor.Parameters.Add(computelocationsOffsetParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2035,8,T:System.CodeDom.CodeParameterDeclarationExpression,,,,,"var computelocationsOffsetParam =              new CodeParameterDeclarationExpression(typeof(bool), ""computelocationsOffset"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2035,8,"M:System.CodeDom.CodeParameterDeclarationExpression.#ctor(System.Type,System.String)",,,,,"var computelocationsOffsetParam =              new CodeParameterDeclarationExpression(typeof(bool), ""computelocationsOffset"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2033,8,T:System.CodeDom.CodeArgumentReferenceExpression,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locations""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2033,8,M:System.CodeDom.CodeArgumentReferenceExpression.#ctor(System.String),,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locations""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2033,8,T:System.CodeDom.CodeExpressionCollection,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locations""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2033,8,P:System.CodeDom.CodeConstructor.BaseConstructorArgs,,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locations""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2033,8,M:System.CodeDom.CodeExpressionCollection.Add(System.CodeDom.CodeExpression),,,,,"constructor.BaseConstructorArgs.Add(new CodeArgumentReferenceExpression(""locations""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2031,8,T:System.CodeDom.CodeParameterDeclarationExpressionCollection,,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2031,8,P:System.CodeDom.CodeMemberMethod.Parameters,,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2031,8,M:System.CodeDom.CodeParameterDeclarationExpressionCollection.Add(System.CodeDom.CodeParameterDeclarationExpression),,,,,constructor.Parameters.Add(constructorLocationsParam);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2029,8,T:System.CodeDom.CodeParameterDeclarationExpression,,,,,"var constructorLocationsParam =              new CodeParameterDeclarationExpression(typeof(IList<Location>), ""locations"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2029,8,"M:System.CodeDom.CodeParameterDeclarationExpression.#ctor(System.Type,System.String)",,,,,"var constructorLocationsParam =              new CodeParameterDeclarationExpression(typeof(IList<Location>), ""locations"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2027,8,T:System.CodeDom.MemberAttributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2027,8,T:System.CodeDom.MemberAttributes,,,,,constructor.Attributes = MemberAttributes.Public;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Quorum.CoreWF.Core\Quorum.CoreWF.Core.csproj,File,Quorum.CoreWF.Core\XamlIntegration\TextExpressionCompiler.cs,2027,8,F:System.CodeDom.MemberAttributes.Public,,,,,constructor.Attributes = MemberAttributes.Public;
